CANTIDAD,COD_PERIODO,IDPER,COD_UTP,ESTADO,FACULTAD
31,2009-1,20,12,GRADUADO,Ingeniería
33,2011-1,17,12,GRADUADO,Ingeniería
42,2018-1,1,FI,MATRICULADO,Ingeniería
16,2016-2,4,FI,NO MATRICULADO,Ingeniería
39,2016-1,2,37,MATRICULADO,Ingeniería
53,2012-2,12,28,NO MATRICULADO,Ingeniería
55,2015-1,4,12,MATRICULADO,Ingeniería
12,2011-1,9,47,GRADUADO,Ingeniería
42,2008-1,15,12,NO MATRICULADO,Ingeniería
31,2011-2,3,12,NO MATRICULADO,Ingeniería
40,2011-2,3,28,NO MATRICULADO,Ingeniería
22,2013-2,3,37,NO MATRICULADO,Ingeniería
6,2010-1,12,47,GRADUADO,Ingeniería
26,2015-2,2,12,NO MATRICULADO,Ingeniería
1,2010-1,8,AT,NO MATRICULADO,Ingeniería
9,2008-1,14,28,MATRICULADO,Ingeniería
34,2012-1,9,28,MATRICULADO,Ingeniería
14,2015-1,1,AY,MATRICULADO,Ingeniería
40,2007-1,16,28,NO MATRICULADO,Ingeniería
13,2010-2,12,AY,NO MATRICULADO,Ingeniería
51,2013-1,5,28,MATRICULADO,Ingeniería
6,2010-1,13,34,MATRICULADO,Ingeniería
22,2008-1,17,34,GRADUADO,Ingeniería
49,2006-2,4,37,NO MATRICULADO,Ingeniería
33,2011-1,2,34,NO MATRICULADO,Ingeniería
54,2010-2,3,12,MATRICULADO,Ingeniería
28,2008-1,2,36,MATRICULADO,Ingeniería
10,2017-2,8,FI,MATRICULADO,Ingeniería
60,2011-1,3,37,NO MATRICULADO,Ingeniería
35,2009-2,3,36,NO MATRICULADO,Ingeniería
9,2010-1,21,47,NO MATRICULADO,Ingeniería
51,2017-1,4,37,NO MATRICULADO,Ingeniería
51,2008-1,25,36,NO MATRICULADO,Ingeniería
16,2017-1,5,FV12,NO MATRICULADO,Ingeniería
37,2015-2,8,37,NO MATRICULADO,Ingeniería
27,2018-1,4,12,NO MATRICULADO,Ingeniería
3,2011-2,17,28,MATRICULADO,Ingeniería
53,2006-2,24,28,NO MATRICULADO,Ingeniería
50,2013-1,7,28,MATRICULADO,Ingeniería
54,2006-2,18,28,NO MATRICULADO,Ingeniería
40,2007-1,18,28,NO MATRICULADO,Ingeniería
16,2007-2,15,28,GRADUADO,Ingeniería
48,2007-2,9,28,NO MATRICULADO,Ingeniería
4,2019-2,3,AT,NO MATRICULADO,Ingeniería
31,2015-1,11,28,NO MATRICULADO,Ingeniería
12,2007-2,25,37,GRADUADO,Ingeniería
3,2019-2,0,TS,MATRICULADO,Ingeniería
51,2019-2,0,37,MATRICULADO,Ingeniería
30,2017-2,4,37,NO MATRICULADO,Ingeniería
8,2014-2,10,47,GRADUADO,Ingeniería
41,2014-1,12,37,NO MATRICULADO,Ingeniería
41,2013-2,8,12,MATRICULADO,Ingeniería
28,2011-2,11,28,MATRICULADO,Ingeniería
28,2006-1,20,12,GRADUADO,Ingeniería
49,2013-1,7,12,MATRICULADO,Ingeniería
3,2008-2,15,36,MATRICULADO,Ingeniería
31,2010-1,16,12,GRADUADO,Ingeniería
64,2009-1,19,37,NO MATRICULADO,Ingeniería
34,2016-1,2,36,NO MATRICULADO,Ingeniería
10,2014-1,4,37,MATRICULADO,Ingeniería
15,2015-2,3,36,MATRICULADO,Ingeniería
58,2012-1,4,12,MATRICULADO,Ingeniería
24,2007-2,13,12,MATRICULADO,Ingeniería
5,2010-1,4,47,MATRICULADO,Ingeniería
22,2009-1,11,28,MATRICULADO,Ingeniería
8,2006-2,16,36,GRADUADO,Ingeniería
29,2007-1,10,12,MATRICULADO,Ingeniería
15,2010-1,6,37,MATRICULADO,Ingeniería
87,2006-1,0,34,MATRICULADO,Ingeniería
37,2007-1,5,12,NO MATRICULADO,Ingeniería
16,2020-1,2,47,MATRICULADO,Ingeniería
17,2015-1,12,34,MATRICULADO,Ingeniería
33,2007-1,4,12,NO MATRICULADO,Ingeniería
31,2013-1,16,36,NO MATRICULADO,Ingeniería
4,2011-2,19,28,MATRICULADO,Ingeniería
20,2017-2,8,34,NO MATRICULADO,Ingeniería
5,2014-2,14,37,GRADUADO,Ingeniería
50,2015-1,6,36,NO MATRICULADO,Ingeniería
2,2014-1,9,47,NO MATRICULADO,Ingeniería
2,2014-2,9,47,MATRICULADO,Ingeniería
12,2016-2,2,FI,NO MATRICULADO,Ingeniería
7,2007-2,16,28,MATRICULADO,Ingeniería
6,2007-1,17,37,MATRICULADO,Ingeniería
16,2008-2,16,12,MATRICULADO,Ingeniería
13,2009-2,13,12,GRADUADO,Ingeniería
21,2010-2,13,28,GRADUADO,Ingeniería
48,2007-1,13,36,NO MATRICULADO,Ingeniería
7,2006-1,30,37,GRADUADO,Ingeniería
22,2009-1,1,36,NO MATRICULADO,Ingeniería
55,2006-2,30,37,NO MATRICULADO,Ingeniería
3,2018-1,3,AY,NO MATRICULADO,Ingeniería
69,2011-1,15,37,NO MATRICULADO,Ingeniería
44,2016-1,7,36,NO MATRICULADO,Ingeniería
2,2010-1,18,34,MATRICULADO,Ingeniería
45,2008-1,22,28,NO MATRICULADO,Ingeniería
5,2011-2,17,DV,GRADUADO,Ingeniería
7,2008-2,22,12,MATRICULADO,Ingeniería
9,2018-2,1,47,MATRICULADO,Ingeniería
37,2015-2,6,37,NO MATRICULADO,Ingeniería
65,2018-2,1,28,MATRICULADO,Ingeniería
47,2009-2,17,12,NO MATRICULADO,Ingeniería
21,2013-1,3,36,NO MATRICULADO,Ingeniería
15,2013-2,4,28,NO MATRICULADO,Ingeniería
8,2014-2,1,47,MATRICULADO,Ingeniería
32,2008-1,18,28,GRADUADO,Ingeniería
54,2011-2,7,37,NO MATRICULADO,Ingeniería
27,2008-2,18,28,GRADUADO,Ingeniería
24,2013-2,6,28,MATRICULADO,Ingeniería
34,2007-1,10,28,MATRICULADO,Ingeniería
34,2012-2,3,28,NO MATRICULADO,Ingeniería
47,2009-1,8,28,NO MATRICULADO,Ingeniería
38,2006-2,7,12,NO MATRICULADO,Ingeniería
49,2007-2,11,28,NO MATRICULADO,Ingeniería
39,2008-1,12,12,NO MATRICULADO,Ingeniería
43,2009-1,22,12,NO MATRICULADO,Ingeniería
5,2012-2,18,47,NO MATRICULADO,Ingeniería
44,2014-2,12,12,NO MATRICULADO,Ingeniería
20,2018-2,3,FI,NO MATRICULADO,Ingeniería
10,2020-1,3,AY,NO MATRICULADO,Ingeniería
33,2006-2,29,36,NO MATRICULADO,Ingeniería
28,2006-1,27,34,GRADUADO,Ingeniería
32,2010-2,16,28,GRADUADO,Ingeniería
46,2014-2,6,12,MATRICULADO,Ingeniería
34,2013-1,9,12,NO MATRICULADO,Ingeniería
7,2010-2,18,37,GRADUADO,Ingeniería
2,2010-2,12,36,MATRICULADO,Ingeniería
4,2011-2,11,37,GRADUADO,Ingeniería
54,2006-2,21,37,NO MATRICULADO,Ingeniería
6,2010-1,11,12,GRADUADO,Ingeniería
14,2010-1,11,34,MATRICULADO,Ingeniería
34,2018-1,7,28,NO MATRICULADO,Ingeniería
51,2009-2,6,12,MATRICULADO,Ingeniería
52,2011-1,5,34,NO MATRICULADO,Ingeniería
19,2010-2,3,37,MATRICULADO,Ingeniería
19,2012-2,1,37,NO MATRICULADO,Ingeniería
17,2011-2,3,37,MATRICULADO,Ingeniería
25,2013-1,14,12,GRADUADO,Ingeniería
56,2016-1,8,28,NO MATRICULADO,Ingeniería
43,2010-1,23,12,NO MATRICULADO,Ingeniería
5,2019-2,0,AT,MATRICULADO,Ingeniería
55,2010-1,21,34,NO MATRICULADO,Ingeniería
27,2016-1,1,37,NO MATRICULADO,Ingeniería
31,2014-2,4,37,NO MATRICULADO,Ingeniería
21,2018-1,1,47,MATRICULADO,Ingeniería
9,2012-2,11,37,MATRICULADO,Ingeniería
51,2012-1,12,36,NO MATRICULADO,Ingeniería
8,2017-2,3,AY,MATRICULADO,Ingeniería
6,2011-1,15,47,NO MATRICULADO,Ingeniería
42,2014-1,10,37,NO MATRICULADO,Ingeniería
58,2008-1,21,37,NO MATRICULADO,Ingeniería
7,2014-1,7,AY,GRADUADO,Ingeniería
37,2012-1,5,12,NO MATRICULADO,Ingeniería
36,2007-2,11,12,NO MATRICULADO,Ingeniería
6,2009-1,14,34,MATRICULADO,Ingeniería
21,2009-1,8,36,MATRICULADO,Ingeniería
54,2011-1,8,34,NO MATRICULADO,Ingeniería
11,2011-2,8,37,MATRICULADO,Ingeniería
21,2010-1,10,34,MATRICULADO,Ingeniería
19,2009-1,12,34,MATRICULADO,Ingeniería
47,2006-2,0,36,MATRICULADO,Ingeniería
74,2021-2,0,37,MATRICULADO,Ingeniería
42,2019-1,4,37,NO MATRICULADO,Ingeniería
33,2017-2,7,37,NO MATRICULADO,Ingeniería
18,2007-2,4,36,MATRICULADO,Ingeniería
19,2016-1,11,37,MATRICULADO,Ingeniería
42,2009-2,5,28,MATRICULADO,Ingeniería
44,2009-1,6,36,NO MATRICULADO,Ingeniería
55,2015-1,8,37,NO MATRICULADO,Ingeniería
3,2012-2,13,36,MATRICULADO,Ingeniería
9,2006-2,27,37,GRADUADO,Ingeniería
47,2009-2,20,28,NO MATRICULADO,Ingeniería
27,2013-2,15,37,NO MATRICULADO,Ingeniería
9,2018-2,1,34,NO MATRICULADO,Ingeniería
19,2010-1,22,34,GRADUADO,Ingeniería
31,2006-1,25,12,GRADUADO,Ingeniería
29,2006-1,22,28,GRADUADO,Ingeniería
15,2014-1,8,AY,NO MATRICULADO,Ingeniería
8,2009-1,13,34,MATRICULADO,Ingeniería
11,2008-2,10,36,MATRICULADO,Ingeniería
47,2009-1,6,28,NO MATRICULADO,Ingeniería
42,2011-2,4,28,MATRICULADO,Ingeniería
4,2009-1,8,AZ,NO MATRICULADO,Ingeniería
33,2006-2,9,36,NO MATRICULADO,Ingeniería
31,2009-2,24,28,GRADUADO,Ingeniería
30,2019-2,4,12,NO MATRICULADO,Ingeniería
20,2014-2,13,12,MATRICULADO,Ingeniería
62,2018-2,3,12,MATRICULADO,Ingeniería
10,2014-1,3,AY,NO MATRICULADO,Ingeniería
10,2007-2,21,37,GRADUADO,Ingeniería
4,2006-1,25,12,MATRICULADO,Ingeniería
24,2009-1,4,37,MATRICULADO,Ingeniería
19,2011-2,1,12,NO MATRICULADO,Ingeniería
21,2014-1,2,36,NO MATRICULADO,Ingeniería
45,2011-2,4,28,NO MATRICULADO,Ingeniería
15,2011-1,5,36,MATRICULADO,Ingeniería
22,2014-1,0,AY,MATRICULADO,Ingeniería
47,2012-2,3,28,MATRICULADO,Ingeniería
2,2016-1,11,DV,GRADUADO,Ingeniería
7,2014-2,14,28,MATRICULADO,Ingeniería
25,2013-2,15,12,GRADUADO,Ingeniería
52,2006-2,8,28,NO MATRICULADO,Ingeniería
36,2008-2,3,28,NO MATRICULADO,Ingeniería
33,2006-2,7,36,NO MATRICULADO,Ingeniería
3,2015-1,10,34,GRADUADO,Ingeniería
46,2007-1,24,36,NO MATRICULADO,Ingeniería
7,2013-1,14,36,MATRICULADO,Ingeniería
10,2010-1,20,37,GRADUADO,Ingeniería
4,2017-2,5,47,MATRICULADO,Ingeniería
1,2011-1,8,AZ,GRADUADO,Ingeniería
19,2011-1,13,34,GRADUADO,Ingeniería
27,2014-1,5,28,NO MATRICULADO,Ingeniería
4,2010-1,13,36,GRADUADO,Ingeniería
27,2006-2,23,28,GRADUADO,Ingeniería
5,2011-2,6,DV,MATRICULADO,Ingeniería
25,2012-1,3,36,MATRICULADO,Ingeniería
2,2008-2,10,12,GRADUADO,Ingeniería
13,2012-2,15,12,MATRICULADO,Ingeniería
32,2016-1,10,12,NO MATRICULADO,Ingeniería
36,2007-2,26,12,NO MATRICULADO,Ingeniería
6,2013-1,9,47,GRADUADO,Ingeniería
6,2014-2,9,47,GRADUADO,Ingeniería
11,2011-1,8,47,GRADUADO,Ingeniería
16,2014-1,3,36,MATRICULADO,Ingeniería
17,2008-1,4,37,MATRICULADO,Ingeniería
23,2010-2,4,AY,MATRICULADO,Ingeniería
37,2010-1,22,28,NO MATRICULADO,Ingeniería
12,2007-2,26,37,GRADUADO,Ingeniería
2,2015-2,8,DV,MATRICULADO,Ingeniería
11,2010-2,20,47,GRADUADO,Ingeniería
36,2012-2,18,36,NO MATRICULADO,Ingeniería
27,2008-2,19,28,GRADUADO,Ingeniería
7,2011-1,16,37,GRADUADO,Ingeniería
10,2012-1,15,36,GRADUADO,Ingeniería
2,2011-2,12,36,GRADUADO,Ingeniería
18,2009-1,15,34,GRADUADO,Ingeniería
19,2009-1,11,34,MATRICULADO,Ingeniería
4,2006-2,14,36,GRADUADO,Ingeniería
12,2006-1,15,12,MATRICULADO,Ingeniería
25,2008-1,1,37,NO MATRICULADO,Ingeniería
39,2006-1,9,28,NO MATRICULADO,Ingeniería
28,2015-2,12,36,NO MATRICULADO,Ingeniería
17,2018-1,5,AY,NO MATRICULADO,Ingeniería
15,2010-2,18,AY,GRADUADO,Ingeniería
12,2007-2,24,36,GRADUADO,Ingeniería
11,2012-1,12,36,MATRICULADO,Ingeniería
2,2008-2,17,37,MATRICULADO,Ingeniería
12,2008-2,21,36,GRADUADO,Ingeniería
6,2010-2,7,AY,MATRICULADO,Ingeniería
23,2006-1,10,36,MATRICULADO,Ingeniería
26,2011-1,21,34,GRADUADO,Ingeniería
18,2008-2,4,36,MATRICULADO,Ingeniería
2,2009-1,5,AZ,NO MATRICULADO,Ingeniería
35,2007-1,26,28,GRADUADO,Ingeniería
9,2015-2,7,37,MATRICULADO,Ingeniería
55,2014-1,10,34,NO MATRICULADO,Ingeniería
5,2015-2,8,47,NO MATRICULADO,Ingeniería
6,2011-1,17,28,MATRICULADO,Ingeniería
38,2014-1,4,34,MATRICULADO,Ingeniería
24,2007-1,10,34,MATRICULADO,Ingeniería
10,2010-2,7,37,MATRICULADO,Ingeniería
35,2007-2,11,12,MATRICULADO,Ingeniería
14,2007-2,12,12,GRADUADO,Ingeniería
22,2009-2,1,12,NO MATRICULADO,Ingeniería
16,2007-2,14,28,GRADUADO,Ingeniería
42,2006-1,17,12,NO MATRICULADO,Ingeniería
10,2013-2,3,36,NO MATRICULADO,Ingeniería
30,2011-1,5,34,MATRICULADO,Ingeniería
11,2017-1,8,47,GRADUADO,Ingeniería
22,2017-1,7,28C,MATRICULADO,Ingeniería
20,2015-1,11,28,MATRICULADO,Ingeniería
29,2015-2,12,12,MATRICULADO,Ingeniería
13,2008-2,23,36,GRADUADO,Ingeniería
15,2014-1,9,AY,NO MATRICULADO,Ingeniería
5,2016-1,8,47,NO MATRICULADO,Ingeniería
13,2012-2,9,37,MATRICULADO,Ingeniería
23,2007-1,20,34,GRADUADO,Ingeniería
19,2012-1,6,36,MATRICULADO,Ingeniería
5,2011-2,6,AY,NO MATRICULADO,Ingeniería
7,2016-1,8,AY,NO MATRICULADO,Ingeniería
20,2016-1,9,37,MATRICULADO,Ingeniería
26,2019-1,1,37,NO MATRICULADO,Ingeniería
1,2010-1,17,AT,GRADUADO,Ingeniería
3,2009-2,18,37,GRADUADO,Ingeniería
13,2013-1,5,AY,MATRICULADO,Ingeniería
20,2016-1,2,36,MATRICULADO,Ingeniería
23,2010-1,7,34,MATRICULADO,Ingeniería
11,2012-2,5,AY,MATRICULADO,Ingeniería
15,2008-1,14,34,GRADUADO,Ingeniería
22,2008-1,23,34,GRADUADO,Ingeniería
24,2006-1,26,36,GRADUADO,Ingeniería
8,2018-1,2,47,NO MATRICULADO,Ingeniería
5,2016-1,6,DV,NO MATRICULADO,Ingeniería
4,2017-1,1,DV,MATRICULADO,Ingeniería
22,2014-2,9,28,MATRICULADO,Ingeniería
13,2016-1,3,AY,MATRICULADO,Ingeniería
10,2009-1,11,28,GRADUADO,Ingeniería
5,2006-1,21,12,MATRICULADO,Ingeniería
7,2007-2,12,36,MATRICULADO,Ingeniería
10,2006-2,18,36,GRADUADO,Ingeniería
2,2018-2,5,47,NO MATRICULADO,Ingeniería
19,2019-1,5,34,NO MATRICULADO,Ingeniería
39,2009-2,22,36,NO MATRICULADO,Ingeniería
3,2008-2,25,47,NO MATRICULADO,Ingeniería
31,2008-1,7,12,NO MATRICULADO,Ingeniería
4,2008-2,5,47,NO MATRICULADO,Ingeniería
6,2016-1,5,47,MATRICULADO,Ingeniería
2,2014-1,13,37,GRADUADO,Ingeniería
5,2014-2,10,28,GRADUADO,Ingeniería
1,2016-1,3,AY,GRADUADO,Ingeniería
8,2014-2,7,36,MATRICULADO,Ingeniería
7,2006-1,11,12,GRADUADO,Ingeniería
5,2008-1,15,28,MATRICULADO,Ingeniería
11,2009-1,12,37,MATRICULADO,Ingeniería
8,2014-2,12,28,MATRICULADO,Ingeniería
5,2011-1,20,47,NO MATRICULADO,Ingeniería
15,2007-2,5,36,MATRICULADO,Ingeniería
6,2010-2,11,AZ,NO MATRICULADO,Ingeniería
1,2011-2,5,47,GRADUADO,Ingeniería
23,2006-1,11,36,MATRICULADO,Ingeniería
20,2006-2,3,37,MATRICULADO,Ingeniería
38,2006-1,2,37,NO MATRICULADO,Ingeniería
2,2010-2,16,36,MATRICULADO,Ingeniería
12,2007-2,23,37,GRADUADO,Ingeniería
6,2007-1,15,37,MATRICULADO,Ingeniería
3,2009-1,17,34,MATRICULADO,Ingeniería
7,2009-1,15,47,GRADUADO,Ingeniería
8,2010-1,6,36,MATRICULADO,Ingeniería
49,2013-1,17,37,NO MATRICULADO,Ingeniería
1,2013-2,11,DV,GRADUADO,Ingeniería
8,2013-2,11,28,GRADUADO,Ingeniería
10,2012-1,14,36,GRADUADO,Ingeniería
17,2008-1,22,36,GRADUADO,Ingeniería
11,2017-1,3,FV34,MATRICULADO,Ingeniería
12,2017-1,2,FV34,MATRICULADO,Ingeniería
3,2015-1,3,DV,MATRICULADO,Ingeniería
15,2013-2,6,47,GRADUADO,Ingeniería
26,2007-2,5,12,NO MATRICULADO,Ingeniería
4,2014-1,14,34,MATRICULADO,Ingeniería
8,2019-1,0,AZ,MATRICULADO,Ingeniería
2,2014-2,12,36,GRADUADO,Ingeniería
15,2014-1,7,AY,NO MATRICULADO,Ingeniería
6,2011-2,3,DV,MATRICULADO,Ingeniería
5,2013-1,17,47,NO MATRICULADO,Ingeniería
6,2006-2,11,37,MATRICULADO,Ingeniería
11,2017-1,7,47,GRADUADO,Ingeniería
2,2009-1,20,34,MATRICULADO,Ingeniería
1,2011-1,19,37,MATRICULADO,Ingeniería
28,2006-2,26,28,GRADUADO,Ingeniería
23,2009-2,14,28,GRADUADO,Ingeniería
21,2014-2,3,12,NO MATRICULADO,Ingeniería
3,2006-2,12,36,GRADUADO,Ingeniería
2,2013-1,16,36,MATRICULADO,Ingeniería
9,2010-2,20,AY,NO MATRICULADO,Ingeniería
4,2017-1,4,DV,MATRICULADO,Ingeniería
4,2012-2,13,AY,NO MATRICULADO,Ingeniería
8,2008-2,20,37,GRADUADO,Ingeniería
14,2016-2,3,FI,NO MATRICULADO,Ingeniería
9,2009-2,16,28,MATRICULADO,Ingeniería
16,2007-2,16,12,MATRICULADO,Ingeniería
9,2009-1,2,47,MATRICULADO,Ingeniería
5,2016-1,10,47,NO MATRICULADO,Ingeniería
1,2015-1,11,DV,NO MATRICULADO,Ingeniería
17,2009-1,23,37,GRADUADO,Ingeniería
6,2009-1,19,28,MATRICULADO,Ingeniería
17,2014-2,5,36,NO MATRICULADO,Ingeniería
2,2007-2,16,37,MATRICULADO,Ingeniería
8,2014-2,13,47,GRADUADO,Ingeniería
2,2009-2,19,36,MATRICULADO,Ingeniería
11,2011-1,11,37,MATRICULADO,Ingeniería
5,2008-2,12,37,GRADUADO,Ingeniería
2,2013-2,11,47,NO MATRICULADO,Ingeniería
8,2017-1,4,47,NO MATRICULADO,Ingeniería
2,2014-2,11,12,GRADUADO,Ingeniería
7,2017-1,2,FV28,NO MATRICULADO,Ingeniería
14,2017-1,7,FV34,NO MATRICULADO,Ingeniería
12,2011-1,20,47,GRADUADO,Ingeniería
2,2021-1,1,DV,NO MATRICULADO,Ingeniería
1,2006-2,26,12,MATRICULADO,Ingeniería
11,2017-1,5,37,MATRICULADO,Ingeniería
15,2018-1,1,AY,MATRICULADO,Ingeniería
3,2016-1,5,47,NO MATRICULADO,Ingeniería
2,2007-1,10,28,GRADUADO,Ingeniería
2,2009-1,19,34,MATRICULADO,Ingeniería
3,2006-2,16,37,MATRICULADO,Ingeniería
11,2008-2,7,37,MATRICULADO,Ingeniería
24,2018-1,2,37,NO MATRICULADO,Ingeniería
8,2009-2,21,12,MATRICULADO,Ingeniería
10,2010-2,16,AY,NO MATRICULADO,Ingeniería
2,2010-2,15,36,MATRICULADO,Ingeniería
45,2006-2,24,12,NO MATRICULADO,Ingeniería
2,2006-1,16,36,MATRICULADO,Ingeniería
4,2013-1,17,37,GRADUADO,Ingeniería
11,2017-1,3,47,MATRICULADO,Ingeniería
2,2017-2,3,DV,MATRICULADO,Ingeniería
9,2019-2,1,34,NO MATRICULADO,Ingeniería
7,2019-1,2,AZ,GRADUADO,Ingeniería
6,2012-2,11,47,NO MATRICULADO,Ingeniería
1,2007-1,23,34,MATRICULADO,Ingeniería
3,2012-1,12,36,GRADUADO,Ingeniería
2,2014-2,4,47,NO MATRICULADO,Ingeniería
19,2013-2,9,36,NO MATRICULADO,Ingeniería
2,2013-2,16,DV,GRADUADO,Ingeniería
2,2006-2,17,37,MATRICULADO,Ingeniería
18,2007-1,1,12,NO MATRICULADO,Ingeniería
6,2010-2,12,AZ,NO MATRICULADO,Ingeniería
4,2010-2,9,36,MATRICULADO,Ingeniería
1,2019-1,4,AZ,NO MATRICULADO,Ingeniería
7,2013-2,3,AZ,MATRICULADO,Ingeniería
4,2016-1,7,47,GRADUADO,Ingeniería
2,2007-1,22,12,MATRICULADO,Ingeniería
3,2015-2,2,47,MATRICULADO,Ingeniería
4,2008-2,15,47,NO MATRICULADO,Ingeniería
8,2014-1,12,34,MATRICULADO,Ingeniería
10,2010-2,18,AZ,GRADUADO,Ingeniería
6,2008-1,15,36,MATRICULADO,Ingeniería
3,2006-2,20,12,MATRICULADO,Ingeniería
4,2011-2,18,28,MATRICULADO,Ingeniería
6,2012-2,6,47,NO MATRICULADO,Ingeniería
3,2011-2,2,47,NO MATRICULADO,Ingeniería
25,2011-2,20,12,GRADUADO,Ingeniería
1,2019-2,1,FI,NO MATRICULADO,Ingeniería
5,2012-2,10,47,GRADUADO,Ingeniería
4,2019-2,2,AY,NO MATRICULADO,Ingeniería
4,2016-2,5,DV,MATRICULADO,Ingeniería
1,2015-1,8,DV,NO MATRICULADO,Ingeniería
9,2008-2,11,37,MATRICULADO,Ingeniería
6,2006-1,17,34,MATRICULADO,Ingeniería
8,2009-2,4,36,MATRICULADO,Ingeniería
17,2018-1,1,FI,NO MATRICULADO,Ingeniería
3,2016-2,3,47,NO MATRICULADO,Ingeniería
4,2018-2,5,DV,MATRICULADO,Ingeniería
2,2014-1,5,47,MATRICULADO,Ingeniería
13,2006-1,5,37,MATRICULADO,Ingeniería
5,2017-2,6,47,NO MATRICULADO,Ingeniería
1,2010-2,20,37,MATRICULADO,Ingeniería
5,2008-1,16,36,MATRICULADO,Ingeniería
5,2013-1,5,47,GRADUADO,Ingeniería
10,2011-2,7,36,MATRICULADO,Ingeniería
1,2016-1,7,DV,GRADUADO,Ingeniería
6,2017-2,6,AY,GRADUADO,Ingeniería
4,2008-2,4,47,MATRICULADO,Ingeniería
5,2010-2,3,47,NO MATRICULADO,Ingeniería
1,2010-1,10,AT,GRADUADO,Ingeniería
11,2013-2,8,37,MATRICULADO,Ingeniería
2,2009-1,16,36,MATRICULADO,Ingeniería
11,2008-1,19,12,MATRICULADO,Ingeniería
7,2016-1,3,47,MATRICULADO,Ingeniería
7,2009-1,18,28,MATRICULADO,Ingeniería
11,2016-1,10,36,MATRICULADO,Ingeniería
4,2013-1,15,37,MATRICULADO,Ingeniería
11,2020-2,1,FI,NO MATRICULADO,Ingeniería
6,2012-1,13,36,MATRICULADO,Ingeniería
1,2013-2,16,36,MATRICULADO,Ingeniería
2,2013-2,15,DV,GRADUADO,Ingeniería
7,2013-2,8,AZ,GRADUADO,Ingeniería
8,2009-1,17,47,NO MATRICULADO,Ingeniería
3,2010-2,4,47,GRADUADO,Ingeniería
5,2012-2,1,DV,MATRICULADO,Ingeniería
4,2012-2,3,47,NO MATRICULADO,Ingeniería
1,2011-1,2,AZ,MATRICULADO,Ingeniería
1,2013-1,11,DV,GRADUADO,Ingeniería
2,2013-1,11,DV,MATRICULADO,Ingeniería
7,2013-1,11,AY,NO MATRICULADO,Ingeniería
3,2011-2,8,AY,NO MATRICULADO,Ingeniería
5,2018-2,5,47,MATRICULADO,Ingeniería
2,2008-2,24,28,MATRICULADO,Ingeniería
4,2018-2,2,DV,MATRICULADO,Ingeniería
4,2013-2,2,47,GRADUADO,Ingeniería
2,2012-2,17,DV,GRADUADO,Ingeniería
3,2007-2,17,36,MATRICULADO,Ingeniería
14,2008-1,13,12,GRADUADO,Ingeniería
4,2018-2,2,AY,NO MATRICULADO,Ingeniería
2,2013-2,12,DV,GRADUADO,Ingeniería
2,2009-1,24,28,MATRICULADO,Ingeniería
1,2020-1,3,AZ,NO MATRICULADO,Ingeniería
8,2014-2,8,36,MATRICULADO,Ingeniería
4,2010-1,10,47,GRADUADO,Ingeniería
6,2018-2,6,47,NO MATRICULADO,Ingeniería
3,2013-1,13,37,GRADUADO,Ingeniería
2,2017-1,8,AY,NO MATRICULADO,Ingeniería
3,2016-2,7,DV,MATRICULADO,Ingeniería
9,2010-2,9,AY,GRADUADO,Ingeniería
1,2008-1,25,12,MATRICULADO,Ingeniería
7,2010-2,16,AZ,GRADUADO,Ingeniería
6,2018-2,3,47,MATRICULADO,Ingeniería
4,2009-1,10,34,GRADUADO,Ingeniería
4,2006-2,14,37,MATRICULADO,Ingeniería
3,2012-2,18,28,MATRICULADO,Ingeniería
1,2015-1,10,DV,NO MATRICULADO,Ingeniería
3,2016-1,2,DV,NO MATRICULADO,Ingeniería
2,2006-2,21,12,MATRICULADO,Ingeniería
3,2013-1,8,DV,MATRICULADO,Ingeniería
8,2012-2,16,36,GRADUADO,Ingeniería
4,2012-1,9,47,GRADUADO,Ingeniería
4,2018-2,4,47,MATRICULADO,Ingeniería
7,2010-2,19,37,GRADUADO,Ingeniería
3,2015-1,6,47,NO MATRICULADO,Ingeniería
6,2012-2,10,47,NO MATRICULADO,Ingeniería
3,2015-1,8,47,NO MATRICULADO,Ingeniería
1,2006-2,22,28,MATRICULADO,Ingeniería
2,2013-2,6,DV,MATRICULADO,Ingeniería
1,2009-1,19,AZ,GRADUADO,Ingeniería
1,2012-2,16,37,MATRICULADO,Ingeniería
3,2013-1,16,DV,GRADUADO,Ingeniería
1,2007-1,19,36,MATRICULADO,Ingeniería
6,2009-1,12,37,GRADUADO,Ingeniería
1,2011-2,2,AY,NO MATRICULADO,Ingeniería
2,2015-2,12,36,GRADUADO,Ingeniería
2,2008-1,10,34,GRADUADO,Ingeniería
2,2011-1,20,37,MATRICULADO,Ingeniería
1,2008-2,22,37,MATRICULADO,Ingeniería
1,2015-1,6,DV,NO MATRICULADO,Ingeniería
8,2016-2,4,47,GRADUADO,Ingeniería
2,2012-2,2,AY,NO MATRICULADO,Ingeniería
6,2011-1,10,47,NO MATRICULADO,Ingeniería
2,2014-2,14,47,NO MATRICULADO,Ingeniería
1,2011-1,18,AZ,GRADUADO,Ingeniería
1,2013-2,13,36,MATRICULADO,Ingeniería
1,2011-1,20,34,MATRICULADO,Ingeniería
2,2007-1,24,12,MATRICULADO,Ingeniería
1,2012-1,10,34,GRADUADO,Ingeniería
7,2015-1,6,AY,NO MATRICULADO,Ingeniería
