COD_PERIODO,COD_UTP,ESTUDIANTES,ESTRATO,SEXO,TIPO_INSCRIPCION,TIPO_COLEGIO,VAR,FECHA_ACTUALIZACION,FACULTAD
2010-2,36,1,V,Masculino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-2,37,2,III,Femenino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2011-2,AZ,1,II,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-1,12,3,II,Femenino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2012-1,34,1,II,Masculino,Santa Rosa De Cabal,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-2,47,1,VI,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2013-2,28,1,VI,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-2,47,2,II,Masculino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-1,AZ,1,I,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,12,1,IV,Femenino,Belen De Umbria,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,12,51,II,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,28,2,III,Masculino,Belen De Umbria,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,28,2,III,Masculino,La Virginia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,37,3,III,Femenino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2015-1,AY,2,III,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,37,7,III,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2016-1,12,1,III,Masculino,Desplazado,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-1,28,2,I,Femenino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-1,36,3,II,Masculino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2016-1,36,11,III,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2016-2,12,1,IV,Masculino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-1,28,1,IV,Masculino,La Virginia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-1,28,15,II,Femenino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-1,36,57,II,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-1,FV28,1,II,Masculino,Mistrato,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-1,FV34,1,II,Femenino,Belen De Umbria,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2017-2,28,44,II,Masculino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-2,47,1,II,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2018-1,28,1,II,Masculino,Deportistas De Alto Rendimiento,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-1,34,1,III,Femenino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-1,34,34,I,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-1,37,1,II,Masculino,Santuario,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2018-1,47,2,IV,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-2,28C,1,V,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-2,34,1,II,Femenino,Comunidad Indigena,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-2,34,3,II,Femenino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2018-2,47,1,III,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-2,FV28,3,I,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-1,12,1,IV,Masculino,,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2019-1,AZ,1,III,Masculino,Guatica,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2019-2,28,1,V,Masculino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-2,37,1,IV,Femenino,Desplazado,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-1,28,1,V,Masculino,,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2020-1,28,13,II,Masculino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2020-2,12,3,II,Masculino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-2,12,11,III,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-2,28,1,V,Femenino,Risaralda,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2020-2,AY,1,II,Masculino,Deportistas De Alto Rendimiento,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2020-2,TS,1,III,Masculino,General,Privado,Cancelado,09/15/2021 00:00:00,Ingeniería
2020-2,TS,1,VI,Masculino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-1,28,1,III,Femenino,Negritudes,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-1,47,1,I,Masculino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2021-2,34,4,III,Femenino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-2,37,1,II,Masculino,Balboa,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-2,TS,2,I,Masculino,Fuera De Risaralda,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-1,28,1,IV,Femenino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2010-1,37,13,I,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-2,12,1,II,Femenino,La Virginia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-1,12,2,III,Masculino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-1,28,1,II,Masculino,,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2011-2,12,3,III,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2011-2,28,1,II,Femenino,Negritudes,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2011-2,28,1,III,Femenino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2011-2,37,2,IV,Femenino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2018-2,12,1,I,Femenino,Negritudes,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2019-1,12,2,II,Masculino,Santa Rosa De Cabal,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2019-1,28,2,I,Femenino,Guatica,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-1,36,1,II,Masculino,Desplazado,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-1,37,71,II,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-2,37,1,II,Femenino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2020-1,34,2,V,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-1,34,5,I,Femenino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-1,34,10,III,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-1,36,2,III,Masculino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-1,36,3,II,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2020-1,47,1,I,Masculino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2020-2,36,1,II,Masculino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2020-2,TS,1,II,Masculino,Belen De Umbria,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-1,28,1,II,Femenino,Risaralda,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-1,34,6,II,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2021-1,AY,1,III,Masculino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-1,TS,3,,Masculino,,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-2,12,1,II,Femenino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2021-2,12,1,III,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2021-2,37,1,IV,Femenino,Desplazado,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-2,AZ,4,III,Masculino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-2,TS,1,I,Masculino,Risaralda,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2010-1,28,6,II,Femenino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2010-1,34,1,I,Masculino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-1,36,6,IV,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-1,37,1,I,Masculino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2010-1,37,1,V,Femenino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-1,AT,1,III,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-2,36,1,IV,Masculino,,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2010-2,36,11,II,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2011-1,47,2,VI,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-2,28,3,II,Masculino,Comunidad Indigena,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-2,36,1,V,Masculino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-2,36,3,II,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-2,AY,2,IV,Femenino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2012-1,28,1,I,Masculino,La Virginia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-1,28,1,II,Femenino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2012-1,47,1,IV,Masculino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2012-2,12,1,II,Masculino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2012-2,12,3,I,Masculino,La Virginia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-2,34,1,IV,Masculino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2012-2,37,1,II,Femenino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2012-2,37,1,IV,Femenino,,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2013-1,12,1,VI,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,28,1,IV,Masculino,Santa Rosa De Cabal,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2013-1,36,1,II,Masculino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,47,1,III,Masculino,,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2015-1,12,1,IV,Masculino,Deportistas De Alto Rendimiento,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,12,2,III,Masculino,Desplazado,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2015-2,28,1,II,Femenino,Marsella,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2015-2,36,2,I,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,12,3,III,Masculino,Belen De Umbria,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,28,9,IV,Masculino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-1,28,15,I,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,37,4,I,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,47,1,I,Masculino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-2,12,17,I,Masculino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-2,34,1,I,Masculino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2016-2,34,48,II,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-2,37,1,I,Femenino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-1,12,1,,Masculino,General,,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-1,28,43,II,Masculino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-1,34,1,I,Masculino,Marsella,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-1,34,1,VI,Masculino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-2,37,1,IV,Masculino,La Virginia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-2,47,13,III,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-2,AY,1,II,Masculino,General,,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-1,12,1,I,Femenino,Pueblo Rico,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-1,28,3,I,Masculino,Comunidad Indigena,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-1,47,2,II,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-2,28,3,I,Masculino,Guatica,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-2,AY,1,II,Masculino,General,,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-2,FI,1,I,Masculino,La Virginia,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2019-1,34,3,II,Masculino,Desplazado,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-1,47,7,IV,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-1,DV,1,IV,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-2,28,1,I,Masculino,Desplazado,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2019-2,28,2,II,Masculino,Desplazado,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-2,28,4,III,Masculino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-2,28,14,III,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-1,34,13,II,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-1,37,3,II,Masculino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2020-1,AY,2,II,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-2,12,1,I,Femenino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-2,28,4,I,Masculino,Guatica,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-2,28,4,II,Masculino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-2,DV,5,IV,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2020-2,FI,3,I,Masculino,Risaralda,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-1,12,1,I,Femenino,Desplazado,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-1,37,1,I,Femenino,Negritudes,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-1,AY,1,III,Femenino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-1,FI,3,III,Masculino,Fuera De Risaralda,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-2,12,13,I,Masculino,Comunidad Indigena,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-2,28,1,IV,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2021-2,28,32,II,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-2,47,3,I,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-2,FI,1,II,Masculino,Risaralda,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2010-1,12,1,II,Masculino,Deportistas De Alto Rendimiento,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-1,28,1,III,Femenino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2010-1,34,1,II,Masculino,Guatica,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2010-1,47,1,I,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-1,47,13,III,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-2,12,1,IV,Masculino,Comunidad Indigena,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,28,1,I,Masculino,Comunidad Indigena,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2013-2,36,2,V,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-2,37,1,V,Masculino,,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2014-1,12,1,I,Femenino,Marsella,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2014-1,28,1,III,Femenino,Quinchia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-1,34,1,II,Femenino,Desplazado,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-1,36,2,III,Masculino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-1,37,14,IV,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,28,4,III,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,34,1,II,Femenino,Comunidad Indigena,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,37,1,II,Femenino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2015-1,12,3,II,Femenino,Santa Rosa De Cabal,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2015-1,28,2,III,Masculino,Belen De Umbria,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,34,1,III,Masculino,Belen De Umbria,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,34,25,III,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,47,1,III,Masculino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2015-1,47,1,VI,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-1,AY,5,IV,Masculino,General,Na,Primer curso,09/14/2021 00:00:00,Ingeniería
2015-2,12,1,I,Masculino,,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2015-2,28,1,III,Femenino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2015-2,28,1,III,Masculino,,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2015-2,36,4,II,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,12,1,,Masculino,General,Na,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-1,28,3,I,Masculino,La Virginia,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-1,34,3,III,Masculino,General,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2016-2,12,1,II,Masculino,Comunidad Indigena,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-2,12,1,II,Masculino,Negritudes,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-2,12,5,II,Femenino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-2,AY,1,I,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-1,28,9,V,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-1,34,1,II,Femenino,Comunidad Indigena,Privado,Cancelado,09/15/2021 00:00:00,Ingeniería
2017-1,FV12,1,II,Femenino,Pueblo Rico,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-1,FV34,1,II,Masculino,Pueblo Rico,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2017-2,34,2,I,Masculino,Desplazado,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-2,FV34,1,II,Masculino,Pueblo Rico,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-1,12,3,I,Masculino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-1,12,5,II,Femenino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-1,34,1,II,Femenino,Risaralda,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-1,34,1,IV,Femenino,Risaralda,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-1,34,3,III,Masculino,,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-1,37,1,IV,Masculino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2021-1,37,11,I,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-1,FI,1,I,Masculino,,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2021-2,37,2,II,Masculino,Comunidad Indigena,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-2,37,100,II,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2021-2,47,1,IV,Masculino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2010-1,12,1,II,Masculino,Marsella,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2010-1,28,2,II,Masculino,Deportistas De Alto Rendimiento,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-2,28,1,II,Femenino,Desplazado,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-2,28,5,II,Masculino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2010-2,28,7,III,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2010-2,37,6,III,Masculino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2011-1,12,1,II,Masculino,,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2011-1,12,155,II,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2011-1,37,2,III,Femenino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2011-2,37,1,IV,Femenino,,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2011-2,37,14,I,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-1,12,2,III,Femenino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-1,28,1,VI,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-1,28,11,I,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2012-1,34,2,III,Femenino,Santa Rosa De Cabal,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2012-2,34,1,III,Masculino,General,Privado,Graduado,09/16/2021 00:00:00,Ingeniería
2013-1,28,2,II,Femenino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,28,5,III,Masculino,La Virginia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,28,63,I,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,34,1,II,Femenino,La Virginia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-1,34,3,IV,Femenino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2013-2,12,1,II,Masculino,Mistrato,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2013-2,36,1,II,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2013-2,AY,2,V,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-1,28,6,II,Femenino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2014-1,36,1,I,Femenino,,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2014-2,12,1,II,Femenino,Comunidad Indigena,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2014-2,12,20,I,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2014-2,37,3,III,Femenino,General,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2015-1,12,1,III,Masculino,La Virginia,Oficial,Cancelado,09/15/2021 00:00:00,Ingeniería
2015-1,36,1,II,Masculino,General,Privado,Cancelado,09/15/2021 00:00:00,Ingeniería
2015-1,AY,3,III,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2015-2,28,1,IV,Masculino,Comunidad Indigena,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2015-2,37,4,II,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2016-1,28,6,I,Masculino,La Virginia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2016-1,36,1,V,Femenino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2016-2,12,1,II,Masculino,Apia,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2016-2,28,2,I,Masculino,Negritudes,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-2,12,2,I,Femenino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2017-2,12,2,II,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2017-2,28,1,I,Femenino,Desplazado,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-2,28C,2,III,Femenino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2017-2,FV28,5,II,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-1,47,2,IV,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2018-1,AY,1,IV,Masculino,General,Privado,Primer curso,09/14/2021 00:00:00,Ingeniería
2018-1,FI,20,II,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2018-1,FV28,2,I,Femenino,Guatica,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-2,28,1,III,Masculino,,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2018-2,34,3,III,Masculino,General,Oficial,Graduado,09/16/2021 00:00:00,Ingeniería
2018-2,FI,8,III,Masculino,General,Privado,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-1,28,1,I,Masculino,Quinchia,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-1,37,1,I,Masculino,Comunidad Indigena,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2019-1,AZ,1,III,Masculino,General,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2019-1,AZ,1,III,Masculino,General,,Matriculado,09/15/2021 00:00:00,Ingeniería
2019-2,28,1,I,Masculino,La Virginia,Oficial,Inscrito,09/14/2021 00:00:00,Ingeniería
2019-2,28,1,III,Masculino,Negritudes,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
2019-2,28C,2,IV,Masculino,General,Oficial,Matriculado,09/15/2021 00:00:00,Ingeniería
2020-1,37,1,IV,Masculino,Risaralda,Privado,Inscrito,09/14/2021 00:00:00,Ingeniería
2020-1,37,20,II,Masculino,General,Oficial,Primer curso,09/14/2021 00:00:00,Ingeniería
