Codigo,Asignatura,Matriculadas,Aprobado,Reprobado,Cancelada,PorcentajeAprobado,PorcentajeReprobado,PorcentajeCancelado,Semestre,ProgramaAcademico
CB442,LABORATORIO DE FÍSICA III,55,53,0,2,0.96,0.00,0.04,2016-1,Ingeniería de Sistemas y Computación 
IS924,ARQUITECTURA CLIENTE/ SERVIDOR,32,27,2,3,0.84,0.06,0.09,2016-1,Ingeniería de Sistemas y Computación 
IS614,ARQUITECTURA DE COMPUTADORES,45,41,3,1,0.91,0.07,0.02,2016-1,Ingeniería de Sistemas y Computación 
IS9D3,HPC (HIGH PERFORMANCE COMPUTING) I,10,8,0,2,0.80,0.00,0.20,2016-1,Ingeniería de Sistemas y Computación 
IS304,ESTRUCTURA DE DATOS,74,41,7,26,0.55,0.09,0.35,2016-1,Ingeniería de Sistemas y Computación 
IS042,PLANEACIÓN ESTRATEGICA DE SISTEMAS,19,19,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación 
BUA3,FUTBOL,1,0,0,1,0.00,0.00,1.00,2016-1,Ingeniería de Sistemas y Computación 
IS284,PROGRAMACIÓN II,86,55,20,11,0.64,0.23,0.13,2016-1,Ingeniería de Sistemas y Computación 
IS323,LÓGICA,89,47,21,21,0.53,0.24,0.24,2016-1,Ingeniería de Sistemas y Computación 
IS142,DESARROLLO DEL PENSAMIENTO LÓGICO,115,92,16,7,0.80,0.14,0.06,2016-1,Ingeniería de Sistemas y Computación 
CB112,MATEMÁTICAS I ARTICULACIÓN PRIMER ASIGNATURA,34,6,26,2,0.18,0.76,0.06,2016-1,Ingeniería de Sistemas y Computación 
IS193,INTRODUCCIÓN A LA INFORMATICA,131,88,37,6,0.67,0.28,0.05,2016-1,Ingeniería de Sistemas y Computación 
IS066,PROYECTO DE GRADO II,1,0,0,1,0.00,0.00,1.00,2016-1,Ingeniería de Sistemas y Computación 
IS073,EMPRENDIMIENTO,34,31,2,1,0.91,0.06,0.03,2016-1,Ingeniería de Sistemas y Computación 
BA172,HUMANIDADES I,124,89,24,11,0.72,0.19,0.09,2016-1,Ingeniería de Sistemas y Computación 
BA012,CÁTEDRA DE LA PAZ UTP,3,2,0,1,0.67,0.00,0.33,2016-1,Ingeniería de Sistemas y Computación 
IS953,ADMINISTRACIÓN DE PROYECTOS DE SOFTWARE,34,31,0,3,0.91,0.00,0.09,2016-1,Ingeniería de Sistemas y Computación 
IS634,ELECTRONICA DIGITAL,60,51,8,1,0.85,0.13,0.02,2016-1,Ingeniería de Sistemas y Computación 
IS184,TECNICAS DE LA COMUNICACIÓN,106,68,7,31,0.64,0.07,0.29,2016-1,Ingeniería de Sistemas y Computación 
CB434,FÍSICA III,50,24,6,20,0.48,0.12,0.40,2016-1,Ingeniería de Sistemas y Computación 
IS644,BASE DE DATOS I,70,62,6,2,0.89,0.09,0.03,2016-1,Ingeniería de Sistemas y Computación 
IS734,SISTEMAS OPERATIVOS I,40,39,0,1,0.98,0.00,0.03,2016-1,Ingeniería de Sistemas y Computación 
IS873,LABORATORIO DE SOFTWARE,36,32,0,4,0.89,0.00,0.11,2016-1,Ingeniería de Sistemas y Computación 
BA372,HUMANIDADES II,64,44,7,13,0.69,0.11,0.20,2016-1,Ingeniería de Sistemas y Computación 
IS962,PROYECTO DE GRADO I,42,27,4,11,0.64,0.10,0.26,2016-1,Ingeniería de Sistemas y Computación 
IS714,INGENIERÍA DE SOFTWARE I,45,45,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación 
IS884,INGENIERÍA DE SOFTWARE II,27,24,3,0,0.89,0.11,0.00,2016-1,Ingeniería de Sistemas y Computación 
IS923,COMUNICACIONES III,20,17,0,3,0.85,0.00,0.15,2016-1,Ingeniería de Sistemas y Computación 
IS823,COMUNICACIONES II,42,36,3,3,0.86,0.07,0.07,2016-1,Ingeniería de Sistemas y Computación 
CB242,LABORATORIO DE FÍSICA I,75,59,2,14,0.79,0.03,0.19,2016-1,Ingeniería de Sistemas y Computación 
IS482,TEORIA DE SISTEMAS,35,30,0,5,0.86,0.00,0.14,2016-1,Ingeniería de Sistemas y Computación 
CB115,MATEMÁTICAS I,92,32,41,19,0.35,0.45,0.21,2016-1,Ingeniería de Sistemas y Computación 
BUA9,KARATE,1,0,0,1,0.00,0.00,1.00,2016-1,Ingeniería de Sistemas y Computación 
IS845,COMPUTACION BLANDA,38,35,1,2,0.92,0.03,0.05,2016-1,Ingeniería de Sistemas y Computación 
IS753,COMPILADORES,69,53,6,10,0.77,0.09,0.14,2016-1,Ingeniería de Sistemas y Computación 
IS031,CONSTITUCIÓN POLITICA,103,86,2,15,0.84,0.02,0.15,2016-1,Ingeniería de Sistemas y Computación 
IS653,INVESTIGACIÓN DE OPERACIONES,62,49,5,8,0.79,0.08,0.13,2016-1,Ingeniería de Sistemas y Computación 
IS553,PROGRAMACIÓN IV,68,48,8,12,0.71,0.12,0.18,2016-1,Ingeniería de Sistemas y Computación 
IS013,ADMON. SISTEMAS DE INFORMACIÓN,26,26,0,0,1.00,0.00,0.00,2016-1,Ingeniería de Sistemas y Computación 
IS023,AUDITORÍA DE SISTEMAS,34,33,0,1,0.97,0.00,0.03,2016-1,Ingeniería de Sistemas y Computación 
IS512,ESTADISTICA,62,57,4,1,0.92,0.06,0.02,2016-1,Ingeniería de Sistemas y Computación 
CB342,LABORATORIO DE FÍSICA II,55,50,3,2,0.91,0.05,0.04,2016-1,Ingeniería de Sistemas y Computación 
IS453,PROGRAMACIÓN III,66,45,13,8,0.68,0.20,0.12,2016-1,Ingeniería de Sistemas y Computación 
BUB1,AJEDREZ,1,0,0,1,0.00,0.00,1.00,2016-1,Ingeniería de Sistemas y Computación 
BUB2,FÚTBOL DE SALÓN,3,0,0,3,0.00,0.00,1.00,2016-1,Ingeniería de Sistemas y Computación 
BUA5,TAEKWONDO,1,0,0,1,0.00,0.00,1.00,2016-1,Ingeniería de Sistemas y Computación 
IS053,GERENCIA DE PROYECTOS,52,47,4,1,0.90,0.08,0.02,2016-2,Ingeniería de Sistemas y Computación 
IS066,PROYECTO DE GRADO II,4,0,0,4,0.00,0.00,1.00,2016-2,Ingeniería de Sistemas y Computación 
CB413,MATEMÁTICAS IV,78,36,10,32,0.46,0.13,0.41,2016-2,Ingeniería de Sistemas y Computación 
IS823,COMUNICACIONES II,48,45,1,2,0.94,0.02,0.04,2016-2,Ingeniería de Sistemas y Computación 
IS873,LABORATORIO DE SOFTWARE,39,39,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación 
IS753,COMPILADORES,57,45,2,10,0.79,0.04,0.18,2016-2,Ingeniería de Sistemas y Computación 
IS543,LABORATORIO DE ELECTRONICA,67,64,1,2,0.96,0.01,0.03,2016-2,Ingeniería de Sistemas y Computación 
IS474,FUNDAMENTOS DE  ELECTRONICA,63,55,7,1,0.87,0.11,0.02,2016-2,Ingeniería de Sistemas y Computación 
CB223,ÁLGEBRA LINEAL,118,43,33,42,0.36,0.28,0.36,2016-2,Ingeniería de Sistemas y Computación 
IS692,ESTADÍSTICA ESPECIAL,66,56,8,2,0.85,0.12,0.03,2016-2,Ingeniería de Sistemas y Computación 
CB434,FÍSICA III,62,33,5,24,0.53,0.08,0.39,2016-2,Ingeniería de Sistemas y Computación 
IF813,MECANICA CUANTICA,1,1,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación 
IS105,PROGRAMACIÓN I,117,69,40,8,0.59,0.34,0.07,2016-2,Ingeniería de Sistemas y Computación 
BUB3,RACQUETBALL,1,0,0,1,0.00,0.00,1.00,2016-2,Ingeniería de Sistemas y Computación 
IS9D3,HPC (HIGH PERFORMANCE COMPUTING) I,17,12,0,5,0.71,0.00,0.29,2016-2,Ingeniería de Sistemas y Computación 
IS031,CONSTITUCIÓN POLITICA,98,72,7,19,0.73,0.07,0.19,2016-2,Ingeniería de Sistemas y Computación 
IS482,TEORIA DE SISTEMAS,51,45,2,4,0.88,0.04,0.08,2016-2,Ingeniería de Sistemas y Computación 
IS073,EMPRENDIMIENTO,31,28,3,0,0.90,0.10,0.00,2016-2,Ingeniería de Sistemas y Computación 
IS845,COMPUTACION BLANDA,60,60,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación 
IS953,ADMINISTRACIÓN DE PROYECTOS DE SOFTWARE,33,30,0,3,0.91,0.00,0.09,2016-2,Ingeniería de Sistemas y Computación 
IS503,ADMINISTRACIÓN DE EMPRESAS,63,52,5,6,0.83,0.08,0.10,2016-2,Ingeniería de Sistemas y Computación 
IS193,INTRODUCCIÓN A LA INFORMATICA,99,62,33,4,0.63,0.33,0.04,2016-2,Ingeniería de Sistemas y Computación 
IS634,ELECTRONICA DIGITAL,52,33,12,7,0.63,0.23,0.13,2016-2,Ingeniería de Sistemas y Computación 
BA012,CÁTEDRA DE LA PAZ UTP,1,1,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación 
IS553,PROGRAMACIÓN IV,56,52,2,2,0.93,0.04,0.04,2016-2,Ingeniería de Sistemas y Computación 
IS842,LEGISLACIÓN. ÉTICA Y CONTRATACIÓN,49,45,1,3,0.92,0.02,0.06,2016-2,Ingeniería de Sistemas y Computación 
IS623,COMPUTACIÓN GRÁFICA,64,55,2,7,0.86,0.03,0.11,2016-2,Ingeniería de Sistemas y Computación 
IS023,AUDITORÍA DE SISTEMAS,26,25,0,1,0.96,0.00,0.04,2016-2,Ingeniería de Sistemas y Computación 
IIE04,SIMULACIÓN FINANCIERA,1,1,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación 
CB314,MATEMÁTICAS III,61,25,18,18,0.41,0.30,0.30,2016-2,Ingeniería de Sistemas y Computación 
BA372,HUMANIDADES II,76,65,6,5,0.86,0.08,0.07,2016-2,Ingeniería de Sistemas y Computación 
CB113,MATEMÁTICAS I ARTICULACION ASIGNATURA DOS,22,7,11,4,0.32,0.50,0.18,2016-2,Ingeniería de Sistemas y Computación 
CB342,LABORATORIO DE FÍSICA II,58,48,2,8,0.83,0.03,0.14,2016-2,Ingeniería de Sistemas y Computación 
IS284,PROGRAMACIÓN II,128,83,29,16,0.65,0.23,0.13,2016-2,Ingeniería de Sistemas y Computación 
AV9X,HISTORIA DEL ARTE (E),1,0,0,1,0.00,0.00,1.00,2016-2,Ingeniería de Sistemas y Computación 
CB442,LABORATORIO DE FÍSICA III,53,42,1,10,0.79,0.02,0.19,2016-2,Ingeniería de Sistemas y Computación 
IS184,TECNICAS DE LA COMUNICACIÓN,102,75,11,16,0.74,0.11,0.16,2016-2,Ingeniería de Sistemas y Computación 
IS042,PLANEACIÓN ESTRATEGICA DE SISTEMAS,33,27,2,4,0.82,0.06,0.12,2016-2,Ingeniería de Sistemas y Computación 
CB112,MATEMÁTICAS I ARTICULACIÓN PRIMER ASIGNATURA,87,36,49,2,0.41,0.56,0.02,2016-2,Ingeniería de Sistemas y Computación 
BU101,DEPORTES I,2,0,0,2,0.00,0.00,1.00,2016-2,Ingeniería de Sistemas y Computación 
IS013,ADMON. SISTEMAS DE INFORMACIÓN,24,23,0,1,0.96,0.00,0.04,2016-2,Ingeniería de Sistemas y Computación 
IS784,INTELIGENCIA ARTIFICIAL,51,44,1,6,0.86,0.02,0.12,2016-2,Ingeniería de Sistemas y Computación 
IS614,ARQUITECTURA DE COMPUTADORES,56,54,1,1,0.96,0.02,0.02,2016-2,Ingeniería de Sistemas y Computación 
IS405,GRAMATICAS Y LENGUAJES FORMALES,57,37,12,8,0.65,0.21,0.14,2016-2,Ingeniería de Sistemas y Computación 
IS323,LÓGICA,89,43,16,30,0.48,0.18,0.34,2016-2,Ingeniería de Sistemas y Computación 
IS723,COMUNICACIONES I,61,44,3,14,0.72,0.05,0.23,2016-2,Ingeniería de Sistemas y Computación 
IS304,ESTRUCTURA DE DATOS,77,47,7,23,0.61,0.09,0.30,2016-2,Ingeniería de Sistemas y Computación 
IS734,SISTEMAS OPERATIVOS I,45,43,0,2,0.96,0.00,0.04,2016-2,Ingeniería de Sistemas y Computación 
IS9B3,INGENIERÍA DEL SOFTWARE III,21,20,0,1,0.95,0.00,0.05,2016-2,Ingeniería de Sistemas y Computación 
IS924,ARQUITECTURA CLIENTE/ SERVIDOR,27,22,1,4,0.81,0.04,0.15,2016-2,Ingeniería de Sistemas y Computación 
BUA6,TENIS DE MESA,3,0,0,3,0.00,0.00,1.00,2016-2,Ingeniería de Sistemas y Computación 
IS884,INGENIERÍA DE SOFTWARE II,49,47,1,1,0.96,0.02,0.02,2016-2,Ingeniería de Sistemas y Computación 
IS773,LABORATORIO DE ELECTRONICA DIGITAL,47,35,3,9,0.74,0.06,0.19,2016-2,Ingeniería de Sistemas y Computación 
CB234,FÍSICA I,124,70,31,23,0.56,0.25,0.19,2016-2,Ingeniería de Sistemas y Computación 
IS512,ESTADISTICA,41,36,1,4,0.88,0.02,0.10,2016-2,Ingeniería de Sistemas y Computación 
IS893,SISTEMAS DISTRIBUIDOS,39,33,2,4,0.85,0.05,0.10,2016-2,Ingeniería de Sistemas y Computación 
CB334,FÍSICA II,52,28,9,15,0.54,0.17,0.29,2016-2,Ingeniería de Sistemas y Computación 
IS962,PROYECTO DE GRADO I,50,37,2,11,0.74,0.04,0.22,2016-2,Ingeniería de Sistemas y Computación 
IS923,COMUNICACIONES III,29,24,2,3,0.83,0.07,0.10,2016-2,Ingeniería de Sistemas y Computación 
BA172,HUMANIDADES I,57,34,8,15,0.60,0.14,0.26,2016-2,Ingeniería de Sistemas y Computación 
IS142,DESARROLLO DEL PENSAMIENTO LÓGICO,34,26,5,3,0.76,0.15,0.09,2016-2,Ingeniería de Sistemas y Computación 
IS644,BASE DE DATOS I,63,61,1,1,0.97,0.02,0.02,2016-2,Ingeniería de Sistemas y Computación 
CB215,MATEMÁTICAS II,112,39,42,31,0.35,0.38,0.28,2016-2,Ingeniería de Sistemas y Computación 
IS714,INGENIERÍA DE SOFTWARE I,52,52,0,0,1.00,0.00,0.00,2016-2,Ingeniería de Sistemas y Computación 
IS453,PROGRAMACIÓN III,64,44,4,16,0.69,0.06,0.25,2016-2,Ingeniería de Sistemas y Computación 
CB115,MATEMÁTICAS I,42,15,20,7,0.36,0.48,0.17,2016-2,Ingeniería de Sistemas y Computación 
IS653,INVESTIGACIÓN DE OPERACIONES,62,49,7,6,0.79,0.11,0.10,2016-2,Ingeniería de Sistemas y Computación 
CB242,LABORATORIO DE FÍSICA I,73,62,5,6,0.85,0.07,0.08,2016-2,Ingeniería de Sistemas y Computación 
BUA3,FUTBOL,1,0,0,1,0.00,0.00,1.00,2016-2,Ingeniería de Sistemas y Computación 
BUA8,GIMNASIO,3,0,0,3,0.00,0.00,1.00,2016-2,Ingeniería de Sistemas y Computación 
BUA2,BALONCESTO,1,0,0,1,0.00,0.00,1.00,2016-2,Ingeniería de Sistemas y Computación 
IS184,TECNICAS DE LA COMUNICACIÓN,100,77,6,17,0.77,0.06,0.17,2017-1,Ingeniería de Sistemas y Computación 
IS073,EMPRENDIMIENTO,25,25,0,0,1.00,0.00,0.00,2017-1,Ingeniería de Sistemas y Computación 
IS9B3,INGENIERÍA DEL SOFTWARE III,45,43,0,2,0.96,0.00,0.04,2017-1,Ingeniería de Sistemas y Computación 
IS773,LABORATORIO DE ELECTRONICA DIGITAL,64,51,3,10,0.80,0.05,0.16,2017-1,Ingeniería de Sistemas y Computación 
IS053,GERENCIA DE PROYECTOS,48,44,1,3,0.92,0.02,0.06,2017-1,Ingeniería de Sistemas y Computación 
IS784,INTELIGENCIA ARTIFICIAL,69,62,4,3,0.90,0.06,0.04,2017-1,Ingeniería de Sistemas y Computación 
IS304,ESTRUCTURA DE DATOS,94,62,9,23,0.66,0.10,0.24,2017-1,Ingeniería de Sistemas y Computación 
IS714,INGENIERÍA DE SOFTWARE I,67,65,2,0,0.97,0.03,0.00,2017-1,Ingeniería de Sistemas y Computación 
IS953,ADMINISTRACIÓN DE PROYECTOS DE SOFTWARE,46,45,0,1,0.98,0.00,0.02,2017-1,Ingeniería de Sistemas y Computación 
IS623,COMPUTACIÓN GRÁFICA,41,29,4,8,0.71,0.10,0.20,2017-1,Ingeniería de Sistemas y Computación 
IS323,LÓGICA,95,61,18,16,0.64,0.19,0.17,2017-1,Ingeniería de Sistemas y Computación 
CB223,ÁLGEBRA LINEAL,109,43,37,29,0.39,0.34,0.27,2017-1,Ingeniería de Sistemas y Computación 
BUA6,TENIS DE MESA,1,0,0,1,0.00,0.00,1.00,2017-1,Ingeniería de Sistemas y Computación 
IS543,LABORATORIO DE ELECTRONICA,50,45,2,3,0.90,0.04,0.06,2017-1,Ingeniería de Sistemas y Computación 
IS644,BASE DE DATOS I,33,30,2,1,0.91,0.06,0.03,2017-1,Ingeniería de Sistemas y Computación 
CB342,LABORATORIO DE FÍSICA II,50,46,2,2,0.92,0.04,0.04,2017-1,Ingeniería de Sistemas y Computación 
CB442,LABORATORIO DE FÍSICA III,40,33,1,6,0.83,0.03,0.15,2017-1,Ingeniería de Sistemas y Computación 
IS692,ESTADÍSTICA ESPECIAL,53,40,4,9,0.75,0.08,0.17,2017-1,Ingeniería de Sistemas y Computación 
IS023,AUDITORÍA DE SISTEMAS,31,29,0,2,0.94,0.00,0.06,2017-1,Ingeniería de Sistemas y Computación 
IS503,ADMINISTRACIÓN DE EMPRESAS,58,47,5,6,0.81,0.09,0.10,2017-1,Ingeniería de Sistemas y Computación 
IS753,COMPILADORES,64,48,6,10,0.75,0.09,0.16,2017-1,Ingeniería de Sistemas y Computación 
IS873,LABORATORIO DE SOFTWARE,47,46,0,1,0.98,0.00,0.02,2017-1,Ingeniería de Sistemas y Computación 
IS453,PROGRAMACIÓN III,98,64,13,21,0.65,0.13,0.21,2017-1,Ingeniería de Sistemas y Computación 
IS842,LEGISLACIÓN. ÉTICA Y CONTRATACIÓN,50,50,0,0,1.00,0.00,0.00,2017-1,Ingeniería de Sistemas y Computación 
IS845,COMPUTACION BLANDA,50,47,0,3,0.94,0.00,0.06,2017-1,Ingeniería de Sistemas y Computación 
BA172,HUMANIDADES I,111,90,12,9,0.81,0.11,0.08,2017-1,Ingeniería de Sistemas y Computación 
IS653,INVESTIGACIÓN DE OPERACIONES,44,36,3,5,0.82,0.07,0.11,2017-1,Ingeniería de Sistemas y Computación 
CB112,MATEMÁTICAS I ARTICULACIÓN PRIMER ASIGNATURA,40,16,24,0,0.40,0.60,0.00,2017-1,Ingeniería de Sistemas y Computación 
CB215,MATEMÁTICAS II,106,37,46,23,0.35,0.43,0.22,2017-1,Ingeniería de Sistemas y Computación 
CB242,LABORATORIO DE FÍSICA I,53,46,1,6,0.87,0.02,0.11,2017-1,Ingeniería de Sistemas y Computación 
CB113,MATEMÁTICAS I ARTICULACION ASIGNATURA DOS,28,12,13,3,0.43,0.46,0.11,2017-1,Ingeniería de Sistemas y Computación 
BU101,DEPORTES I,2,0,0,2,0.00,0.00,1.00,2017-1,Ingeniería de Sistemas y Computación 
BA012,CÁTEDRA DE LA PAZ UTP,1,0,0,1,0.00,0.00,1.00,2017-1,Ingeniería de Sistemas y Computación 
IS734,SISTEMAS OPERATIVOS I,57,55,0,2,0.96,0.00,0.04,2017-1,Ingeniería de Sistemas y Computación 
IS884,INGENIERÍA DE SOFTWARE II,57,56,0,1,0.98,0.00,0.02,2017-1,Ingeniería de Sistemas y Computación 
IS405,GRAMATICAS Y LENGUAJES FORMALES,58,50,3,5,0.86,0.05,0.09,2017-1,Ingeniería de Sistemas y Computación 
BA372,HUMANIDADES II,69,50,11,8,0.72,0.16,0.12,2017-1,Ingeniería de Sistemas y Computación 
IS193,INTRODUCCIÓN A LA INFORMATICA,110,78,28,4,0.71,0.25,0.04,2017-1,Ingeniería de Sistemas y Computación 
IS614,ARQUITECTURA DE COMPUTADORES,39,36,3,0,0.92,0.08,0.00,2017-1,Ingeniería de Sistemas y Computación 
IS105,PROGRAMACIÓN I,117,84,29,4,0.72,0.25,0.03,2017-1,Ingeniería de Sistemas y Computación 
IS066,PROYECTO DE GRADO II,4,0,0,4,0.00,0.00,1.00,2017-1,Ingeniería de Sistemas y Computación 
CB434,FÍSICA III,34,18,5,11,0.53,0.15,0.32,2017-1,Ingeniería de Sistemas y Computación 
IS923,COMUNICACIONES III,28,27,1,0,0.96,0.04,0.00,2017-1,Ingeniería de Sistemas y Computación 
CB314,MATEMÁTICAS III,59,28,15,16,0.47,0.25,0.27,2017-1,Ingeniería de Sistemas y Computación 
IS013,ADMON. SISTEMAS DE INFORMACIÓN,28,26,0,2,0.93,0.00,0.07,2017-1,Ingeniería de Sistemas y Computación 
IS823,COMUNICACIONES II,44,34,4,6,0.77,0.09,0.14,2017-1,Ingeniería de Sistemas y Computación 
IS142,DESARROLLO DEL PENSAMIENTO LÓGICO,119,100,17,2,0.84,0.14,0.02,2017-1,Ingeniería de Sistemas y Computación 
BUA7,TENIS DE CAMPO,1,0,0,1,0.00,0.00,1.00,2017-1,Ingeniería de Sistemas y Computación 
BUB1,AJEDREZ,1,0,0,1,0.00,0.00,1.00,2017-1,Ingeniería de Sistemas y Computación 
IS9D3,HPC (HIGH PERFORMANCE COMPUTING) I,13,8,2,3,0.62,0.15,0.23,2017-1,Ingeniería de Sistemas y Computación 
IS031,CONSTITUCIÓN POLITICA,98,77,7,14,0.79,0.07,0.14,2017-1,Ingeniería de Sistemas y Computación 
IS284,PROGRAMACIÓN II,88,63,21,4,0.72,0.24,0.05,2017-1,Ingeniería de Sistemas y Computación 
IS723,COMUNICACIONES I,58,48,3,7,0.83,0.05,0.12,2017-1,Ingeniería de Sistemas y Computación 
IS634,ELECTRONICA DIGITAL,66,62,3,1,0.94,0.05,0.02,2017-1,Ingeniería de Sistemas y Computación 
CB334,FÍSICA II,71,40,15,16,0.56,0.21,0.23,2017-1,Ingeniería de Sistemas y Computación 
UVMA2,PRODUCCIÓN Y CONSUMO SUSTENTABLE,2,2,0,0,1.00,0.00,0.00,2017-1,Ingeniería de Sistemas y Computación 
IS474,FUNDAMENTOS DE  ELECTRONICA,42,34,7,1,0.81,0.17,0.02,2017-1,Ingeniería de Sistemas y Computación 
CB234,FÍSICA I,84,39,21,24,0.46,0.25,0.29,2017-1,Ingeniería de Sistemas y Computación 
CB115,MATEMÁTICAS I,77,24,25,28,0.31,0.32,0.36,2017-1,Ingeniería de Sistemas y Computación 
BUA9,KARATE,1,0,0,1,0.00,0.00,1.00,2017-1,Ingeniería de Sistemas y Computación 
IS893,SISTEMAS DISTRIBUIDOS,47,44,0,3,0.94,0.00,0.06,2017-1,Ingeniería de Sistemas y Computación 
IS962,PROYECTO DE GRADO I,61,53,2,6,0.87,0.03,0.10,2017-1,Ingeniería de Sistemas y Computación 
IS512,ESTADISTICA,45,43,0,2,0.96,0.00,0.04,2017-1,Ingeniería de Sistemas y Computación 
IS482,TEORIA DE SISTEMAS,51,36,4,11,0.71,0.08,0.22,2017-1,Ingeniería de Sistemas y Computación 
CB413,MATEMÁTICAS IV,53,33,2,18,0.62,0.04,0.34,2017-1,Ingeniería de Sistemas y Computación 
IS553,PROGRAMACIÓN IV,51,40,3,8,0.78,0.06,0.16,2017-1,Ingeniería de Sistemas y Computación 
IS042,PLANEACIÓN ESTRATEGICA DE SISTEMAS,37,32,0,5,0.86,0.00,0.14,2017-1,Ingeniería de Sistemas y Computación 
IS924,ARQUITECTURA CLIENTE/ SERVIDOR,33,28,1,4,0.85,0.03,0.12,2017-1,Ingeniería de Sistemas y Computación 
IS692,ESTADÍSTICA ESPECIAL,48,43,3,2,0.90,0.06,0.04,2017-2,Ingeniería de Sistemas y Computación 
IS073,EMPRENDIMIENTO,45,42,2,1,0.93,0.04,0.02,2017-2,Ingeniería de Sistemas y Computación 
IS323,LÓGICA,99,58,21,20,0.59,0.21,0.20,2017-2,Ingeniería de Sistemas y Computación 
IS184,TECNICAS DE LA COMUNICACIÓN,95,70,11,14,0.74,0.12,0.15,2017-2,Ingeniería de Sistemas y Computación 
IS553,PROGRAMACIÓN IV,60,46,4,10,0.77,0.07,0.17,2017-2,Ingeniería de Sistemas y Computación 
IS512,ESTADISTICA,39,36,2,1,0.92,0.05,0.03,2017-2,Ingeniería de Sistemas y Computación 
BU101,DEPORTES I,5,0,0,5,0.00,0.00,1.00,2017-2,Ingeniería de Sistemas y Computación 
BUA8,GIMNASIO,1,0,0,1,0.00,0.00,1.00,2017-2,Ingeniería de Sistemas y Computación 
IS304,ESTRUCTURA DE DATOS,94,52,14,28,0.55,0.15,0.30,2017-2,Ingeniería de Sistemas y Computación 
IS884,INGENIERÍA DE SOFTWARE II,62,62,0,0,1.00,0.00,0.00,2017-2,Ingeniería de Sistemas y Computación 
IS734,SISTEMAS OPERATIVOS I,35,31,1,3,0.89,0.03,0.09,2017-2,Ingeniería de Sistemas y Computación 
CB342,LABORATORIO DE FÍSICA II,55,48,0,7,0.87,0.00,0.13,2017-2,Ingeniería de Sistemas y Computación 
CB314,MATEMÁTICAS III,67,30,16,21,0.45,0.24,0.31,2017-2,Ingeniería de Sistemas y Computación 
IS405,GRAMATICAS Y LENGUAJES FORMALES,63,52,9,2,0.83,0.14,0.03,2017-2,Ingeniería de Sistemas y Computación 
CB115,MATEMÁTICAS I,90,32,43,15,0.36,0.48,0.17,2017-2,Ingeniería de Sistemas y Computación 
IS893,SISTEMAS DISTRIBUIDOS,60,56,0,4,0.93,0.00,0.07,2017-2,Ingeniería de Sistemas y Computación 
IS503,ADMINISTRACIÓN DE EMPRESAS,72,50,10,12,0.69,0.14,0.17,2017-2,Ingeniería de Sistemas y Computación 
IS623,COMPUTACIÓN GRÁFICA,63,52,8,3,0.83,0.13,0.05,2017-2,Ingeniería de Sistemas y Computación 
IS784,INTELIGENCIA ARTIFICIAL,40,35,1,4,0.88,0.03,0.10,2017-2,Ingeniería de Sistemas y Computación 
CB434,FÍSICA III,36,14,6,16,0.39,0.17,0.44,2017-2,Ingeniería de Sistemas y Computación 
CB442,LABORATORIO DE FÍSICA III,42,36,1,5,0.86,0.02,0.12,2017-2,Ingeniería de Sistemas y Computación 
IS142,DESARROLLO DEL PENSAMIENTO LÓGICO,55,35,15,5,0.64,0.27,0.09,2017-2,Ingeniería de Sistemas y Computación 
IS714,INGENIERÍA DE SOFTWARE I,29,27,0,2,0.93,0.00,0.07,2017-2,Ingeniería de Sistemas y Computación 
IS953,ADMINISTRACIÓN DE PROYECTOS DE SOFTWARE,53,53,0,0,1.00,0.00,0.00,2017-2,Ingeniería de Sistemas y Computación 
IS482,TEORIA DE SISTEMAS,62,53,5,4,0.85,0.08,0.06,2017-2,Ingeniería de Sistemas y Computación 
CB334,FÍSICA II,64,22,16,26,0.34,0.25,0.41,2017-2,Ingeniería de Sistemas y Computación 
IS042,PLANEACIÓN ESTRATEGICA DE SISTEMAS,40,34,2,4,0.85,0.05,0.10,2017-2,Ingeniería de Sistemas y Computación 
IS773,LABORATORIO DE ELECTRONICA DIGITAL,60,51,3,6,0.85,0.05,0.10,2017-2,Ingeniería de Sistemas y Computación 
IS923,COMUNICACIONES III,32,26,5,1,0.81,0.16,0.03,2017-2,Ingeniería de Sistemas y Computación 
CB215,MATEMÁTICAS II,93,31,25,37,0.33,0.27,0.40,2017-2,Ingeniería de Sistemas y Computación 
IS753,COMPILADORES,52,44,2,6,0.85,0.04,0.12,2017-2,Ingeniería de Sistemas y Computación 
BA372,HUMANIDADES II,99,74,7,18,0.75,0.07,0.18,2017-2,Ingeniería de Sistemas y Computación 
CB234,FÍSICA I,83,41,27,15,0.49,0.33,0.18,2017-2,Ingeniería de Sistemas y Computación 
CB413,MATEMÁTICAS IV,62,27,10,25,0.44,0.16,0.40,2017-2,Ingeniería de Sistemas y Computación 
